"type","external_gene_name","ensembl_gene_id"
"oligodendrocyte","MOBP8",NA
"oligodendrocyte","MOG","ENSG00000204655"
"oligodendrocyte","MOG1",NA
"oligodendrocyte","MOSPD2",NA
"oligodendrocyte","MRPL52","ENSG00000172590"
"oligodendrocyte","MSH4","ENSG00000057468"
"oligodendrocyte","MTF1","ENSG00000188786"
"oligodendrocyte","MTFR1","ENSG00000066855"
"oligodendrocyte","MTMR2","ENSG00000087053"
"oligodendrocyte","MTND5P11",NA
"oligodendrocyte","MTRR","ENSG00000124275"
"oligodendrocyte","MTURN","ENSG00000180354"
"oligodendrocyte","MTUS1","ENSG00000129422"
"oligodendrocyte","MTUS11",NA
"oligodendrocyte","MURC","ENSG00000170681"
"oligodendrocyte","MUSK",NA
"oligodendrocyte","MVB12B","ENSG00000196814"
"oligodendrocyte","MXI1","ENSG00000119950"
"oligodendrocyte","MYO1D","ENSG00000176658"
"oligodendrocyte","MYO6","ENSG00000196586"
"oligodendrocyte","MYO61",NA
"oligodendrocyte","MYOT","ENSG00000120729"
"oligodendrocyte","MYRF","ENSG00000124920"
"oligodendrocyte","MYRF1",NA
"oligodendrocyte","NAALADL2",NA
"oligodendrocyte","NACAD","ENSG00000136274"
"oligodendrocyte","NAP1L6",NA
"oligodendrocyte","NAPEPLD","ENSG00000161048"
"oligodendrocyte","NASP1",NA
"oligodendrocyte","NBR1","ENSG00000188554"
"oligodendrocyte","NCAM2","ENSG00000154654"
"oligodendrocyte","NCAPD2","ENSG00000010292"
"oligodendrocyte","NCKAP5","ENSG00000176771"
"oligodendrocyte","NDE1","ENSG00000072864"
"oligodendrocyte","NDRG1","ENSG00000104419"
"oligodendrocyte","NDRG22",NA
"oligodendrocyte","NDUFS5P1",NA
"oligodendrocyte","NDUFS7","ENSG00000115286"
"oligodendrocyte","NEAT1",NA
"oligodendrocyte","NEAT17",NA
"oligodendrocyte","NEAT18",NA
"oligodendrocyte","NEK3","ENSG00000136098"
"oligodendrocyte","NEK7","ENSG00000151414"
"oligodendrocyte","NENF","ENSG00000117691"
"oligodendrocyte","NFASC","ENSG00000163531"
"oligodendrocyte","NFYA","ENSG00000001167"
"oligodendrocyte","NFYB","ENSG00000120837"
"oligodendrocyte","NHLH2",NA
"oligodendrocyte","NIFK-AS1",NA
"oligodendrocyte","NINJ2","ENSG00000171840"
"oligodendrocyte","NIP7P3",NA
"oligodendrocyte","NIPA1","ENSG00000170113"
"oligodendrocyte","NIPAL3","ENSG00000001461"
"oligodendrocyte","NIPAL4","ENSG00000172548"
"oligodendrocyte","NKAIN1","ENSG00000084628"
"oligodendrocyte","NKAIN2","ENSG00000188580"
"oligodendrocyte","NKTR","ENSG00000114857"
"oligodendrocyte","NKX2-2","ENSG00000125820"
"oligodendrocyte","NKX6-2","ENSG00000148826"
"oligodendrocyte","NLK","ENSG00000087095"
"oligodendrocyte","NMUR2",NA
"oligodendrocyte","NPAS3","ENSG00000151322"
"oligodendrocyte","NPC1","ENSG00000141458"
"oligodendrocyte","NR0B1",NA
"oligodendrocyte","NSDHL",NA
"oligodendrocyte","NT5DC1","ENSG00000178425"
"oligodendrocyte","NTM5",NA
"oligodendrocyte","NUCKS1","ENSG00000069275"
"oligodendrocyte","NUDT16","ENSG00000198585"
"oligodendrocyte","NXPE3","ENSG00000144815"
"oligodendrocyte","OLIG1","ENSG00000184221"
"oligodendrocyte","OLIG2","ENSG00000205927"
"oligodendrocyte","OMG","ENSG00000126861"
"oligodendrocyte","OPALIN","ENSG00000197430"
"oligodendrocyte","OR2L13","ENSG00000196071"
"oligodendrocyte","OSBPL1A","ENSG00000141447"
"oligodendrocyte","OTUD6B","ENSG00000155100"
"oligodendrocyte","OTUD7B","ENSG00000264522"
"oligodendrocyte","PACRG-AS1",NA
"oligodendrocyte","PAIP2B","ENSG00000124374"
"oligodendrocyte","PALB2","ENSG00000083093"
"oligodendrocyte","PALM2","ENSG00000243444"
"oligodendrocyte","PAPL",NA
"oligodendrocyte","PAPSS1","ENSG00000138801"
"oligodendrocyte","PAQR6","ENSG00000160781"
"oligodendrocyte","PAXBP1","ENSG00000159086"
"oligodendrocyte","PAXBP1-AS1",NA
"oligodendrocyte","PCA3",NA
"oligodendrocyte","PCBP4","ENSG00000090097"
"oligodendrocyte","PCDH15","ENSG00000150275"
"oligodendrocyte","PCDH9","ENSG00000184226"
"oligodendrocyte","PCDH94",NA
"oligodendrocyte","PCDH95",NA
"oligodendrocyte","PCGF6","ENSG00000156374"
"oligodendrocyte","PCNA","ENSG00000132646"
"oligodendrocyte","PCSK6","ENSG00000140479"
"oligodendrocyte","PDE1A","ENSG00000115252"
"oligodendrocyte","PDE1C","ENSG00000154678"
"oligodendrocyte","PDE1C1",NA
"oligodendrocyte","PDE4B","ENSG00000184588"
"oligodendrocyte","PDE6B","ENSG00000133256"
"oligodendrocyte","PDE8A","ENSG00000073417"
"oligodendrocyte","PDGFRA","ENSG00000134853"
"oligodendrocyte","PDHB","ENSG00000168291"
"oligodendrocyte","PDIK1L","ENSG00000175087"
"oligodendrocyte","PEPD","ENSG00000124299"
"oligodendrocyte","PEX16","ENSG00000121680"
"oligodendrocyte","PEX5L","ENSG00000114757"
"oligodendrocyte","PEX5L-AS1",NA
"oligodendrocyte","PEX5L-AS2",NA
"oligodendrocyte","PGM3","ENSG00000013375"
"oligodendrocyte","PHACTR3","ENSG00000087495"
"oligodendrocyte","PHIP","ENSG00000146247"
"oligodendrocyte","PHLDA3","ENSG00000174307"
"oligodendrocyte","PHLDB1","ENSG00000019144"
"oligodendrocyte","PHLDB11",NA
"oligodendrocyte","PHLPP1","ENSG00000081913"
"oligodendrocyte","PHYHIPL","ENSG00000165443"
"oligodendrocyte","PIEZO2","ENSG00000154864"
"oligodendrocyte","PIGN","ENSG00000197563"
"oligodendrocyte","PIK3C2B","ENSG00000133056"
"oligodendrocyte","PIP4K2A","ENSG00000150867"
"oligodendrocyte","PIP4K2A1",NA
"oligodendrocyte","PKP4","ENSG00000144283"
"oligodendrocyte","PLA2G16","ENSG00000176485"
"oligodendrocyte","PLCL1","ENSG00000115896"
"oligodendrocyte","PLD1","ENSG00000075651"
"oligodendrocyte","PLEKHB1","ENSG00000021300"
"oligodendrocyte","PLEKHG3","ENSG00000126822"
"oligodendrocyte","PLEKHH1","ENSG00000054690"
"oligodendrocyte","PLEKHH11",NA
"oligodendrocyte","PLEKHH2","ENSG00000152527"
"oligodendrocyte","PLLP","ENSG00000102934"
"oligodendrocyte","PLP1",NA
"oligodendrocyte","PLP18",NA
"oligodendrocyte","PLP19",NA
"oligodendrocyte","PLXDC2","ENSG00000120594"
"oligodendrocyte","PMP22","ENSG00000109099"
"oligodendrocyte","PNPT1","ENSG00000138035"
"oligodendrocyte","POGK","ENSG00000143157"
"oligodendrocyte","POLR1B","ENSG00000125630"
"oligodendrocyte","POLR2M","ENSG00000255529"
"oligodendrocyte","POPDC3","ENSG00000132429"
"oligodendrocyte","POU2AF1",NA
"oligodendrocyte","PPA1","ENSG00000180817"
"oligodendrocyte","PPAP2C",NA
"oligodendrocyte","PPM1B","ENSG00000138032"
"oligodendrocyte","PPM1D","ENSG00000170836"
"oligodendrocyte","PPP1R14A","ENSG00000167641"
"oligodendrocyte","PPP1R14A1",NA
"oligodendrocyte","PPP1R16B","ENSG00000101445"
"oligodendrocyte","PPP1R21","ENSG00000162869"
"oligodendrocyte","PPP1R8","ENSG00000117751"
"oligodendrocyte","PPP1R9A","ENSG00000158528"
"oligodendrocyte","PPP2R2A","ENSG00000221914"
"oligodendrocyte","PPP2R2B","ENSG00000156475"
"oligodendrocyte","PPP2R3A","ENSG00000073711"
"oligodendrocyte","PPP6C","ENSG00000119414"
"oligodendrocyte","PRCD",NA
"oligodendrocyte","PRDM8","ENSG00000152784"
"oligodendrocyte","PRKCQ","ENSG00000065675"
"oligodendrocyte","PRKCQ-AS1",NA
"oligodendrocyte","PRR18","ENSG00000176381"
"oligodendrocyte","PRR26",NA
"oligodendrocyte","PRR5L","ENSG00000135362"
"oligodendrocyte","PRRC2C","ENSG00000117523"
"oligodendrocyte","PRRG1",NA
"oligodendrocyte","PRUNE2","ENSG00000106772"
"oligodendrocyte","PRUNE21",NA
"oligodendrocyte","PSEN1","ENSG00000080815"
"oligodendrocyte","PTBP2","ENSG00000117569"
"oligodendrocyte","PTGDS","ENSG00000107317"
"oligodendrocyte","PTGDS8",NA
"oligodendrocyte","PTGDS9",NA
"oligodendrocyte","PTK2","ENSG00000169398"
"oligodendrocyte","PTK21",NA
"oligodendrocyte","PTMA","ENSG00000187514"
"oligodendrocyte","PTMA4",NA
"oligodendrocyte","PTMA5",NA
"oligodendrocyte","PTP4A2","ENSG00000184007"
"oligodendrocyte","PTPDC1","ENSG00000158079"
"oligodendrocyte","PTPLB",NA
"oligodendrocyte","PTPN11","ENSG00000179295"
"oligodendrocyte","PTPRD","ENSG00000153707"
"oligodendrocyte","PTPRD-AS1",NA
"oligodendrocyte","PTPRD2",NA
"oligodendrocyte","PTPRK","ENSG00000152894"
"oligodendrocyte","PVRL1",NA
"oligodendrocyte","PWWP2A","ENSG00000170234"
"oligodendrocyte","PXK","ENSG00000168297"
"oligodendrocyte","PXK1",NA
"oligodendrocyte","PYROXD1","ENSG00000121350"
"oligodendrocyte","QDPR","ENSG00000151552"
"oligodendrocyte","QDPR1",NA
"oligodendrocyte","QKI","ENSG00000112531"
"oligodendrocyte","QKI3",NA
"oligodendrocyte","QKI4",NA
"oligodendrocyte","RAB11B-AS1",NA
"oligodendrocyte","RAB28","ENSG00000157869"
"oligodendrocyte","RAB33A",NA
"oligodendrocyte","RAB3IP","ENSG00000127328"
"oligodendrocyte","RAB40B","ENSG00000141542"
"oligodendrocyte","RAB6C-AS1",NA
"oligodendrocyte","RAD51AP1",NA
"oligodendrocyte","RALA","ENSG00000006451"
"oligodendrocyte","RAP1GDS1","ENSG00000138698"
"oligodendrocyte","RAPGEF5","ENSG00000136237"
"oligodendrocyte","RASAL1","ENSG00000111344"
"oligodendrocyte","RASGRP3","ENSG00000152689"
"oligodendrocyte","RASSF2","ENSG00000101265"
"oligodendrocyte","RBM25","ENSG00000119707"
"oligodendrocyte","RBP7","ENSG00000162444"
"oligodendrocyte","RBPJ","ENSG00000168214"
"oligodendrocyte","RDX","ENSG00000137710"
"oligodendrocyte","RDX1",NA
"oligodendrocyte","REEP3","ENSG00000165476"
"oligodendrocyte","RERE","ENSG00000142599"
"oligodendrocyte","RFFL","ENSG00000092871"
"oligodendrocyte","RHBDL2","ENSG00000158315"
"oligodendrocyte","RHOU","ENSG00000116574"
"oligodendrocyte","RICTOR","ENSG00000164327"
"oligodendrocyte","RMND5A","ENSG00000153561"
"oligodendrocyte","RN7SKP56",NA
"oligodendrocyte","RN7SL413P",NA
"oligodendrocyte","RN7SL419P",NA
"oligodendrocyte","RNASE1","ENSG00000129538"
"oligodendrocyte","RNASEH2A","ENSG00000104889"
"oligodendrocyte","RNF13","ENSG00000082996"
"oligodendrocyte","RNF130","ENSG00000113269"
"oligodendrocyte","RNF141","ENSG00000110315"
"oligodendrocyte","RNF144A","ENSG00000151692"
"oligodendrocyte","RNF220","ENSG00000187147"
"oligodendrocyte","RP1-146A15.1",NA
"oligodendrocyte","RP1-223B1.1",NA
"oligodendrocyte","RP1-232L24.3",NA
"oligodendrocyte","RP1-265C24.5",NA
"oligodendrocyte","RP1-301L19.1",NA
"oligodendrocyte","RP1-73A14.1",NA
"oligodendrocyte","RP11-1018N14.2",NA
"oligodendrocyte","RP11-1023L17.1",NA
"oligodendrocyte","RP11-1023P17.2",NA
"oligodendrocyte","RP11-1055B8.3",NA
"oligodendrocyte","RP11-10B2.1",NA
"oligodendrocyte","RP11-10L12.4",NA
"oligodendrocyte","RP11-115D19.2",NA
"oligodendrocyte","RP11-124A7.1",NA
"oligodendrocyte","RP11-131P10.2",NA
"oligodendrocyte","RP11-139H14.5",NA
"oligodendrocyte","RP11-143A12.3",NA
"oligodendrocyte","RP11-149I23.3",NA
"oligodendrocyte","RP11-14N4.1",NA
"oligodendrocyte","RP11-151G12.2",NA
"oligodendrocyte","RP11-159M11.2",NA
"oligodendrocyte","RP11-161M6.2",NA
"oligodendrocyte","RP11-196E1.3",NA
"oligodendrocyte","RP11-203J24.8",NA
"oligodendrocyte","RP11-218F4.1",NA
"oligodendrocyte","RP11-231C18.1",NA
"oligodendrocyte","RP11-243A14.1",NA
"oligodendrocyte","RP11-257I14.1",NA
"oligodendrocyte","RP11-259K15.2",NA
"oligodendrocyte","RP11-262H14.3",NA
"oligodendrocyte","RP11-267C16.1",NA
"oligodendrocyte","RP11-267C16.2",NA
"oligodendrocyte","RP11-26M5.2",NA
"oligodendrocyte","RP11-26M5.3",NA
"oligodendrocyte","RP11-272L13.4",NA
"oligodendrocyte","RP11-277P12.20",NA
"oligodendrocyte","RP11-283C24.1",NA
"oligodendrocyte","RP11-283I3.2",NA
"oligodendrocyte","RP11-285F7.2",NA
"oligodendrocyte","RP11-288C18.1",NA
"oligodendrocyte","RP11-296E7.1",NA
"oligodendrocyte","RP11-298D21.1",NA
"oligodendrocyte","RP11-298E2.2",NA
"oligodendrocyte","RP11-299G20.5",NA
"oligodendrocyte","RP11-303E16.3",NA
"oligodendrocyte","RP11-320M16.2",NA
"oligodendrocyte","RP11-338N10.1",NA
"oligodendrocyte","RP11-339B21.8",NA
"oligodendrocyte","RP11-340F14.6",NA
"oligodendrocyte","RP11-343J18.1",NA
"oligodendrocyte","RP11-344A5.1",NA
"oligodendrocyte","RP11-346D14.1",NA
"oligodendrocyte","RP11-352M15.2",NA
"oligodendrocyte","RP11-354P17.15",NA
"oligodendrocyte","RP11-35N6.1",NA
"oligodendrocyte","RP11-374A22.1",NA
"oligodendrocyte","RP11-380M21.2",NA
"oligodendrocyte","RP11-381K20.2",NA
"oligodendrocyte","RP11-384C4.3",NA
"oligodendrocyte","RP11-387A1.6",NA
"oligodendrocyte","RP11-388P9.2",NA
"oligodendrocyte","RP11-390B4.3",NA
"oligodendrocyte","RP11-390E23.6",NA
"oligodendrocyte","RP11-397C12.1",NA
"oligodendrocyte","RP11-404G16.2",NA
"oligodendrocyte","RP11-406O23.2",NA
"oligodendrocyte","RP11-407G23.4",NA
"oligodendrocyte","RP11-407G23.7",NA
"oligodendrocyte","RP11-411K7.1",NA
"oligodendrocyte","RP11-446H18.5",NA
"oligodendrocyte","RP11-468H14.2",NA
"oligodendrocyte","RP11-481J8.3",NA
"oligodendrocyte","RP11-498C9.15",NA
"oligodendrocyte","RP11-50D16.4",NA
"oligodendrocyte","RP11-523J2.1",NA
"oligodendrocyte","RP11-546B15.1",NA
"oligodendrocyte","RP11-548P2.2",NA
"oligodendrocyte","RP11-556I13.1",NA
"oligodendrocyte","RP11-597D13.7",NA
"oligodendrocyte","RP11-603B24.1",NA
"oligodendrocyte","RP11-61I13.3",NA
"oligodendrocyte","RP11-662G23.1",NA
"oligodendrocyte","RP11-66B24.1",NA
"oligodendrocyte","RP11-66B24.7",NA
"oligodendrocyte","RP11-716H6.2",NA
"oligodendrocyte","RP11-750B16.1",NA
"oligodendrocyte","RP11-760H22.2",NA
"oligodendrocyte","RP11-809C18.3",NA
"oligodendrocyte","RP11-81H3.2",NA
"oligodendrocyte","RP11-862L9.2",NA
"oligodendrocyte","RP11-863H1.1",NA
"oligodendrocyte","RP11-91I20.3",NA
"oligodendrocyte","RP11-946L20.2",NA
"oligodendrocyte","RP11-946P6.4",NA
"oligodendrocyte","RP11-953B20.1",NA
"oligodendrocyte","RP11-96D24.1",NA
"oligodendrocyte","RP11-98J23.2",NA
"oligodendrocyte","RP11-9G1.3",NA
"oligodendrocyte","RP13-36G14.4",NA
"oligodendrocyte","RP13-93L13.1",NA
"oligodendrocyte","RP13-93L13.2",NA
"oligodendrocyte","RP3-399L15.3",NA
"oligodendrocyte","RP4-630C24.3",NA
"oligodendrocyte","RP4-668E10.4",NA
"oligodendrocyte","RP4-687K1.2",NA
"oligodendrocyte","RP5-1039K5.19",NA
"oligodendrocyte","RP5-1044H5.1",NA
"oligodendrocyte","RP5-1198O20.4",NA
"oligodendrocyte","RP5-907C10.3",NA
"oligodendrocyte","RPLP1P6",NA
"oligodendrocyte","RPS6KC1","ENSG00000136643"
"oligodendrocyte","RTKN","ENSG00000114993"
"oligodendrocyte","RTN4","ENSG00000115310"
"oligodendrocyte","RTN43",NA
"oligodendrocyte","S100B","ENSG00000160307"
"oligodendrocyte","S1PR5","ENSG00000180739"
"oligodendrocyte","SAMD4B","ENSG00000179134"
"oligodendrocyte","SAP18","ENSG00000150459"
"oligodendrocyte","SAPCD2","ENSG00000186193"
"oligodendrocyte","SBDS","ENSG00000126524"
"oligodendrocyte","SCARB2","ENSG00000138760"
"oligodendrocyte","SCD","ENSG00000099194"
"oligodendrocyte","SCD1",NA
"oligodendrocyte","SCD5","ENSG00000145284"
"oligodendrocyte","SCDP1",NA
"oligodendrocyte","SCHIP1","ENSG00000151967"
"oligodendrocyte","SCHIP1","ENSG00000283245"
"oligodendrocyte","SEC14L5","ENSG00000103184"
"oligodendrocyte","SECISBP2L","ENSG00000138593"
"oligodendrocyte","SEMA4D","ENSG00000187764"
"oligodendrocyte","SEMA6A","ENSG00000092421"
"oligodendrocyte","SEMA6A-AS1",NA
"oligodendrocyte","SENP2","ENSG00000163904"
"oligodendrocyte","SEPP1",NA
"oligodendrocyte","SEPP11",NA
"oligodendrocyte","SERAC1","ENSG00000122335"
"oligodendrocyte","SERINC5","ENSG00000164300"
"oligodendrocyte","SET","ENSG00000119335"
"oligodendrocyte","SFRP1","ENSG00000104332"
"oligodendrocyte","SFRP4","ENSG00000106483"
"oligodendrocyte","SFT2D1","ENSG00000198818"
"oligodendrocyte","SFTPC","ENSG00000168484"
"oligodendrocyte","SGK1","ENSG00000118515"
"oligodendrocyte","SGK2","ENSG00000101049"
"oligodendrocyte","SGMS2","ENSG00000164023"
"oligodendrocyte","SGPL1","ENSG00000166224"
"oligodendrocyte","SH3D19","ENSG00000109686"
"oligodendrocyte","SH3GL3","ENSG00000140600"
"oligodendrocyte","SH3PXD2A","ENSG00000107957"
"oligodendrocyte","SH3TC2","ENSG00000169247"
"oligodendrocyte","SHB","ENSG00000107338"
"oligodendrocyte","SHC4","ENSG00000185634"
"oligodendrocyte","SHROOM4",NA
"oligodendrocyte","SHTN1","ENSG00000187164"
"oligodendrocyte","SIK3","ENSG00000160584"
"oligodendrocyte","SIRT2","ENSG00000068903"
"oligodendrocyte","SLAIN1","ENSG00000139737"
"oligodendrocyte","SLC12A2","ENSG00000064651"
"oligodendrocyte","SLC22A15","ENSG00000163393"
"oligodendrocyte","SLC24A2","ENSG00000155886"
"oligodendrocyte","SLC35A5","ENSG00000138459"
"oligodendrocyte","SLC35D2","ENSG00000130958"
"oligodendrocyte","SLC3A1",NA
"oligodendrocyte","SLC44A1","ENSG00000070214"
"oligodendrocyte","SLC44A17",NA
"oligodendrocyte","SLC44A18",NA
"oligodendrocyte","SLC45A3","ENSG00000158715"
"oligodendrocyte","SLC5A11","ENSG00000158865"
"oligodendrocyte","SLCO1A2","ENSG00000084453"
"oligodendrocyte","SLCO1A21",NA
"oligodendrocyte","SLCO3A1","ENSG00000176463"
"oligodendrocyte","SMIM5","ENSG00000204323"
"oligodendrocyte","SMIM6",NA
"oligodendrocyte","SMOC1","ENSG00000198732"
"oligodendrocyte","SNHG18",NA
"oligodendrocyte","SNRPF","ENSG00000139343"
"oligodendrocyte","SNX1","ENSG00000028528"
"oligodendrocyte","SNX22","ENSG00000157734"
"oligodendrocyte","SNX27","ENSG00000143376"
"oligodendrocyte","SNX30","ENSG00000148158"
"oligodendrocyte","SNX6","ENSG00000129515"
"oligodendrocyte","SORT1","ENSG00000134243"
"oligodendrocyte","SORT11",NA
"oligodendrocyte","SOSTDC1","ENSG00000171243"
"oligodendrocyte","SOX2-OT",NA
"oligodendrocyte","SOX2-OT1",NA
"oligodendrocyte","SOX3",NA
"oligodendrocyte","SOX8","ENSG00000005513"
"oligodendrocyte","SPATA7","ENSG00000042317"
"oligodendrocyte","SPDL1","ENSG00000040275"
"oligodendrocyte","SPECC1","ENSG00000128487"
"oligodendrocyte","SPG20","ENSG00000133104"
"oligodendrocyte","SPG20-AS1",NA
"oligodendrocyte","SPG21","ENSG00000090487"
"oligodendrocyte","SPOCK3","ENSG00000196104"
"oligodendrocyte","SPP1","ENSG00000118785"
"oligodendrocyte","SPP11",NA
"oligodendrocyte","SPPL3","ENSG00000157837"
"oligodendrocyte","SPSB1","ENSG00000171621"
"oligodendrocyte","SRCIN1","ENSG00000277363"
"oligodendrocyte","SRD5A3","ENSG00000128039"
"oligodendrocyte","SRP72P2",NA
"oligodendrocyte","SRPK2","ENSG00000135250"
"oligodendrocyte","SRRM1","ENSG00000133226"
"oligodendrocyte","ST13","ENSG00000100380"
"oligodendrocyte","ST18","ENSG00000147488"
"oligodendrocyte","ST181",NA
"oligodendrocyte","ST3GAL5","ENSG00000115525"
"oligodendrocyte","ST3GAL5-AS1",NA
"oligodendrocyte","ST3GAL6-AS1",NA
"oligodendrocyte","STEAP1B","ENSG00000105889"
"oligodendrocyte","STK31",NA
"oligodendrocyte","STK32A","ENSG00000169302"
"oligodendrocyte","STK39","ENSG00000198648"
"oligodendrocyte","STMN4","ENSG00000015592"
"oligodendrocyte","STRN","ENSG00000115808"
"oligodendrocyte","SUGT1","ENSG00000165416"
"oligodendrocyte","SUN2","ENSG00000100242"
"oligodendrocyte","SWT1","ENSG00000116668"
"oligodendrocyte","SYNJ2","ENSG00000078269"
"oligodendrocyte","SYS1-DBNDD2","ENSG00000254806"
"oligodendrocyte","Sep.74",NA
"oligodendrocyte","Sep.75",NA
"oligodendrocyte","TACR3","ENSG00000169836"
"oligodendrocyte","TALDO1","ENSG00000177156"
"oligodendrocyte","TAOK1","ENSG00000160551"
"oligodendrocyte","TARSL2","ENSG00000185418"
"oligodendrocyte","TAS2R39",NA
"oligodendrocyte","TAS2R40",NA
"oligodendrocyte","TBC1D15","ENSG00000121749"
"oligodendrocyte","TBC1D32","ENSG00000146350"
"oligodendrocyte","TBC1D5","ENSG00000131374"
"oligodendrocyte","TCF12","ENSG00000140262"
"oligodendrocyte","TCFL5","ENSG00000101190"
"oligodendrocyte","TCP11L2","ENSG00000166046"
"oligodendrocyte","TEKT3",NA
"oligodendrocyte","TF","ENSG00000091513"
"oligodendrocyte","TF1",NA
"oligodendrocyte","TF2",NA
"oligodendrocyte","TGFA","ENSG00000163235"
"oligodendrocyte","TGFB3","ENSG00000119699"
"oligodendrocyte","THAP5","ENSG00000177683"
"oligodendrocyte","THBS2","ENSG00000186340"
"oligodendrocyte","THBS4","ENSG00000113296"
"oligodendrocyte","TIAF1","ENSG00000221995"
"oligodendrocyte","TJAP1","ENSG00000137221"
"oligodendrocyte","TJP1","ENSG00000104067"
"oligodendrocyte","TJP2","ENSG00000119139"
"oligodendrocyte","TMC7","ENSG00000170537"
"oligodendrocyte","TMCC2","ENSG00000133069"
"oligodendrocyte","TMCC3","ENSG00000057704"
"oligodendrocyte","TMED4","ENSG00000158604"
"oligodendrocyte","TMEFF2","ENSG00000144339"
"oligodendrocyte","TMEM125","ENSG00000179178"
"oligodendrocyte","TMEM139",NA
"oligodendrocyte","TMEM144","ENSG00000164124"
"oligodendrocyte","TMEM1441",NA
"oligodendrocyte","TMEM151A","ENSG00000179292"
"oligodendrocyte","TMEM165","ENSG00000134851"
"oligodendrocyte","TMEM1651",NA
"oligodendrocyte","TMEM189","ENSG00000240849"
"oligodendrocyte","TMEM206","ENSG00000065600"
"oligodendrocyte","TMEM230","ENSG00000089063"
"oligodendrocyte","TMEM235","ENSG00000204278"
"oligodendrocyte","TMEM258","ENSG00000134825"
"oligodendrocyte","TMEM63A","ENSG00000196187"
"oligodendrocyte","TMEM63A1",NA
"oligodendrocyte","TMEM64","ENSG00000180694"
"oligodendrocyte","TMEM87A","ENSG00000103978"
"oligodendrocyte","TMEM98","ENSG00000006042"
"oligodendrocyte","TMTC2","ENSG00000179104"
"oligodendrocyte","TMTC4","ENSG00000125247"
"oligodendrocyte","TNR","ENSG00000116147"
"oligodendrocyte","TP53INP2","ENSG00000078804"
"oligodendrocyte","TP53TG5","ENSG00000124251"
"oligodendrocyte","TPPP","ENSG00000171368"
"oligodendrocyte","TPPP3","ENSG00000159713"
"oligodendrocyte","TPRN","ENSG00000176058"
"oligodendrocyte","TPTEP1",NA
"oligodendrocyte","TRAM1L1","ENSG00000174599"
"oligodendrocyte","TRIM2","ENSG00000109654"
"oligodendrocyte","TRIM21","ENSG00000132109"
"oligodendrocyte","TRIM59","ENSG00000213186"
"oligodendrocyte","TRIM62","ENSG00000116525"
"oligodendrocyte","TRMT13","ENSG00000122435"
"oligodendrocyte","TSEN15","ENSG00000198860"
"oligodendrocyte","TSIX",NA
"oligodendrocyte","TSPAN15","ENSG00000099282"
"oligodendrocyte","TSPAN5","ENSG00000168785"
"oligodendrocyte","TTC23L","ENSG00000205838"
"oligodendrocyte","TTL","ENSG00000114999"
"oligodendrocyte","TTLL7","ENSG00000137941"
"oligodendrocyte","TTLL7-IT1",NA
"oligodendrocyte","TTLL74",NA
"oligodendrocyte","TTLL75",NA
"oligodendrocyte","TTYH2","ENSG00000141540"
"oligodendrocyte","TUBA1A","ENSG00000167552"
"oligodendrocyte","TUBA1A1",NA
"oligodendrocyte","TUBB4A","ENSG00000104833"
"oligodendrocyte","TULP4","ENSG00000130338"
"oligodendrocyte","TWF1P1",NA
"oligodendrocyte","TXNL1","ENSG00000091164"
"oligodendrocyte","TYMS","ENSG00000176890"
"oligodendrocyte","TYMSOS",NA
"oligodendrocyte","UBE2E2","ENSG00000182247"
"oligodendrocyte","UBE4B","ENSG00000130939"
"oligodendrocyte","UGT8","ENSG00000174607"
"oligodendrocyte","UNC5C","ENSG00000182168"
"oligodendrocyte","URI1","ENSG00000105176"
"oligodendrocyte","USH1C","ENSG00000006611"
"oligodendrocyte","USP32","ENSG00000170832"
"oligodendrocyte","UTP15","ENSG00000164338"
"oligodendrocyte","VAMP3","ENSG00000049245"
"oligodendrocyte","VEZF1","ENSG00000136451"
"oligodendrocyte","VRK2","ENSG00000028116"
"oligodendrocyte","VSTM2B","ENSG00000187135"
"oligodendrocyte","WDPCP","ENSG00000143951"
"oligodendrocyte","WDR20","ENSG00000140153"
"oligodendrocyte","WDR44",NA
"oligodendrocyte","WDR89","ENSG00000140006"
"oligodendrocyte","WIPF1","ENSG00000115935"
"oligodendrocyte","WNK1","ENSG00000060237"
"oligodendrocyte","WRB","ENSG00000182093"
"oligodendrocyte","WSB12",NA
"oligodendrocyte","WSCD1","ENSG00000179314"
"oligodendrocyte","XXBAC-BPG55C20.7",NA
"oligodendrocyte","XYLT1","ENSG00000103489"
"oligodendrocyte","YBEY","ENSG00000182362"
"oligodendrocyte","YEATS2-AS1",NA
"oligodendrocyte","YPEL2","ENSG00000175155"
"oligodendrocyte","YWHAQ","ENSG00000134308"
"oligodendrocyte","ZBTB20","ENSG00000181722"
"oligodendrocyte","ZBTB6","ENSG00000186130"
"oligodendrocyte","ZC3H13","ENSG00000123200"
"oligodendrocyte","ZCCHC24","ENSG00000165424"
"oligodendrocyte","ZDHHC11","ENSG00000188818"
"oligodendrocyte","ZDHHC20","ENSG00000180776"
"oligodendrocyte","ZDHHC9",NA
"oligodendrocyte","ZEB2","ENSG00000169554"
"oligodendrocyte","ZEB21",NA
"oligodendrocyte","ZFP3","ENSG00000180787"
"oligodendrocyte","ZFYVE16","ENSG00000039319"
"oligodendrocyte","ZFYVE161",NA
"oligodendrocyte","ZGRF1","ENSG00000138658"
"oligodendrocyte","ZIM2-AS1",NA
